model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
gradientboostingregressor,Bogota,15,1,6,"(81, 16)",54.0,27.0,1.630038119434417,0.03727369492236996,0.09853373358890147,0.021284770950315498,7
linearregression,Mumbai,15,1,6,"(49, 16)",32.0,17.0,12.913910365432555,0.0,-0.06959008579599613,0.0,7
linearregression,Singapore,15,1,6,"(212, 16)",142.0,70.0,7.630089613567504,1.7763568394002505e-15,0.05598556436677904,0.0,7
lasso,Istanbul,15,1,6,"(94, 16)",62.0,32.0,1.4412609713259528,0.0,0.0,0.0,7
lasso,MexicoCity,15,1,6,"(90, 16)",60.0,30.0,11.947810107167507,1.7763568394002505e-15,-0.05046781967677916,0.0,7
gradientboostingregressor,NewYorkCity,15,1,6,"(162, 16)",108.0,54.0,8.052719064929416,0.10763089512619682,0.30407116228241077,0.011348090769265491,7
randomforestregressor,Capetown,15,1,6,"(130, 16)",87.0,43.0,1.5247254133630201,0.030424021490796174,0.23342483622611696,0.014569748187948204,7
randomforestregressor,London,15,1,6,"(194, 16)",129.0,65.0,8.2570392326627,0.12114565622986205,0.21386072741289272,0.03128760510380745,7
lasso,Bogota,15,1,6,"(81, 16)",54.0,27.0,0.9757274243073047,1.1102230246251565e-16,0.0,0.0,7
ridge,Mumbai,15,1,6,"(49, 16)",32.0,17.0,12.277398853707878,1.7763568394002505e-15,-0.1956636700158647,0.0,7
linearregression,Istanbul,15,1,6,"(94, 16)",62.0,32.0,1.7305923207742604,0.0,-0.045454545454545414,0.0,7
ridge,Singapore,15,1,6,"(212, 16)",142.0,70.0,3.282114668634851,4.440892098500626e-16,0.4983438723276122,5.551115123125783e-17,7
linearregression,MexicoCity,15,1,6,"(90, 16)",60.0,30.0,50.461487116009735,7.105427357601002e-15,-0.00012335779929695256,0.0,7
lasso,NewYorkCity,15,1,6,"(162, 16)",108.0,54.0,8.500181844223603,0.0,0.0,0.0,7
gradientboostingregressor,Capetown,15,1,6,"(130, 16)",87.0,43.0,1.5471794484082309,0.016497818105801733,0.25032996353605697,0.021453334078571574,7
linearregression,Bogota,15,1,6,"(81, 16)",54.0,27.0,2.14740006564536,4.440892098500626e-16,-0.23853211009174302,0.0,7
gradientboostingregressor,London,15,1,6,"(194, 16)",129.0,65.0,11.468337882207674,0.16315770872758426,0.11178614640544142,0.017554932634946556,7
randomforestregressor,Mumbai,25,1,6,"(67, 16)",44.0,23.0,7.538690956500758,0.4365354351875766,0.07005217572108399,0.06867381270096888,7
ridge,Istanbul,15,1,6,"(94, 16)",62.0,32.0,1.7199217378575167,0.0,-0.045454545454545414,0.0,7
ridge,MexicoCity,15,1,6,"(90, 16)",60.0,30.0,16.505997519735477,0.0,0.10915492957746475,0.0,7
linearregression,NewYorkCity,15,1,6,"(162, 16)",108.0,54.0,7.954597783889978,1.7763568394002505e-15,0.22792262405382674,5.551115123125783e-17,7
randomforestregressor,Singapore,25,1,6,"(472, 16)",316.0,156.0,2.6504191627606812,0.03690209681900441,0.5129798735754161,0.014253884028488928,7
lasso,Capetown,15,1,6,"(130, 16)",87.0,43.0,1.782245016043746,4.440892098500626e-16,0.0,0.0,7
ridge,Bogota,15,1,6,"(81, 16)",54.0,27.0,1.799860788533413,2.220446049250313e-16,-0.17692307692307696,0.0,7
lasso,London,15,1,6,"(194, 16)",129.0,65.0,8.146041453182866,0.0,0.0,0.0,7
gradientboostingregressor,Mumbai,25,1,6,"(67, 16)",44.0,23.0,8.599227506001961,0.18797672282312886,0.09697206638755038,0.05890970662172618,7
randomforestregressor,Istanbul,25,1,6,"(139, 16)",93.0,46.0,1.5246244639733102,0.0332058138310834,0.008313931559613987,0.05673769978156304,7
randomforestregressor,MexicoCity,25,1,6,"(173, 16)",115.0,58.0,11.29868841426973,0.33473820995970704,0.0840197201669894,0.03136158941560091,7
ridge,NewYorkCity,15,1,6,"(162, 16)",108.0,54.0,7.918362369197547,8.881784197001252e-16,0.26089895234876653,5.551115123125783e-17,7
linearregression,Capetown,15,1,6,"(130, 16)",87.0,43.0,4.411766538443238,0.0,0.32571055210715455,5.551115123125783e-17,7
randomforestregressor,Bogota,25,1,6,"(119, 16)",79.0,40.0,1.6872271987546643,0.03473779311100067,0.0072055183541175506,0.07871102157614039,7
gradientboostingregressor,Singapore,25,1,6,"(472, 16)",316.0,156.0,2.783338260471511,0.029610818643670954,0.5111918298945469,0.0038610348355817077,7
lasso,Mumbai,25,1,6,"(67, 16)",44.0,23.0,6.665704943545301,8.881784197001252e-16,0.0,0.0,7
linearregression,London,15,1,6,"(194, 16)",129.0,65.0,7.7430149361300105,8.881784197001252e-16,0.26188139632693114,5.551115123125783e-17,7
gradientboostingregressor,Istanbul,25,1,6,"(139, 16)",93.0,46.0,1.9884243100007475,0.01924550987635997,-0.14326922929550295,0.036429449670377076,7
gradientboostingregressor,MexicoCity,25,1,6,"(173, 16)",115.0,58.0,12.262843329549357,0.24353488836429418,0.0884076497318915,0.027417940789990606,7
randomforestregressor,NewYorkCity,25,1,6,"(353, 16)",236.0,117.0,4.1903571494357985,0.12374961379097643,0.3070927604267932,0.025373159064327914,7
ridge,Capetown,15,1,6,"(130, 16)",87.0,43.0,1.7429234812949939,2.220446049250313e-16,0.08224882873503392,0.0,7
gradientboostingregressor,Bogota,25,1,6,"(119, 16)",79.0,40.0,1.582774084223134,0.019371801221351962,0.1683317963665706,0.032269498507804355,7
linearregression,Mumbai,25,1,6,"(67, 16)",44.0,23.0,9.551804280409412,0.0,0.09773593364716437,0.0,7
ridge,London,15,1,6,"(194, 16)",129.0,65.0,7.7302412511434335,8.881784197001252e-16,0.29094236047575484,0.0,7
lasso,Singapore,25,1,6,"(472, 16)",316.0,156.0,3.366634706357721,8.881784197001252e-16,0.01654846335697402,0.0,7
lasso,Istanbul,25,1,6,"(139, 16)",93.0,46.0,1.3889646576158958,2.220446049250313e-16,0.0,0.0,7
lasso,MexicoCity,25,1,6,"(173, 16)",115.0,58.0,10.75150341808566,1.7763568394002505e-15,0.0,0.0,7
gradientboostingregressor,NewYorkCity,25,1,6,"(353, 16)",236.0,117.0,4.410317209973456,0.011188433764205594,0.3193710169986761,0.0028082777115341433,7
lasso,Bogota,25,1,6,"(119, 16)",79.0,40.0,1.5106176383898864,2.220446049250313e-16,0.0,0.0,7
randomforestregressor,Capetown,25,1,6,"(273, 16)",182.0,91.0,1.016123342493226,0.019084630946841694,-0.04604625427710932,0.052866169653949927,7
ridge,Mumbai,25,1,6,"(67, 16)",44.0,23.0,7.7851835780618455,8.881784197001252e-16,0.14448201660006155,0.0,7
randomforestregressor,London,25,1,6,"(344, 16)",230.0,114.0,7.635371493337538,0.21655397499977674,-0.007315137141001436,0.02746581737840704,7
linearregression,Istanbul,25,1,6,"(139, 16)",93.0,46.0,1.5322146774446086,0.0,-0.04397163120567371,0.0,7
linearregression,MexicoCity,25,1,6,"(173, 16)",115.0,58.0,11.153977521945988,1.7763568394002505e-15,0.09198598520660695,0.0,7
linearregression,Singapore,25,1,6,"(472, 16)",316.0,156.0,2.661486465807893,4.440892098500626e-16,0.4999776376403239,1.1102230246251565e-16,7
linearregression,Bogota,25,1,6,"(119, 16)",79.0,40.0,2.0305214852311795,0.0,-0.1777301927194861,0.0,7
randomforestregressor,Mumbai,35,1,6,"(77, 16)",51.0,26.0,5.710742924494468,0.29424034675348376,0.04866900275224655,0.04659625411148051,7
lasso,NewYorkCity,25,1,6,"(353, 16)",236.0,117.0,4.243879960541222,8.881784197001252e-16,0.0,0.0,7
gradientboostingregressor,Capetown,25,1,6,"(273, 16)",182.0,91.0,1.2586833992479523,0.012472689892675035,-0.05699299125648797,0.010486632320710341,7
ridge,Istanbul,25,1,6,"(139, 16)",93.0,46.0,1.5545994573607549,2.220446049250313e-16,-0.08444757213230125,0.0,7
gradientboostingregressor,London,25,1,6,"(344, 16)",230.0,114.0,9.574738994251705,0.27191104898487495,-0.06072210928342917,0.015845208831057476,7
ridge,MexicoCity,25,1,6,"(173, 16)",115.0,58.0,11.322765680571065,1.7763568394002505e-15,0.11769791948122132,0.0,7
gradientboostingregressor,Mumbai,35,1,6,"(77, 16)",51.0,26.0,7.199019883799628,0.32043268120834556,-0.11639196845339307,0.047962985639624804,7
ridge,Bogota,25,1,6,"(119, 16)",79.0,40.0,2.0165770958744997,4.440892098500626e-16,-0.180327868852459,0.0,7
ridge,Singapore,25,1,6,"(472, 16)",316.0,156.0,2.6447618978822667,0.0,0.4844158268010452,0.0,7
linearregression,NewYorkCity,25,1,6,"(353, 16)",236.0,117.0,3.857276832737603,4.440892098500626e-16,0.3281027104136948,5.551115123125783e-17,7
lasso,Capetown,25,1,6,"(273, 16)",182.0,91.0,0.8356087282498521,0.0,0.0,0.0,7
randomforestregressor,Istanbul,35,1,6,"(191, 16)",127.0,64.0,1.4407263143578681,0.03559681731859868,-0.07380360984338218,0.043381221614017265,7
lasso,London,25,1,6,"(344, 16)",230.0,114.0,5.743952012712818,0.0,0.0,0.0,7
randomforestregressor,MexicoCity,35,1,6,"(222, 16)",148.0,74.0,9.859079668098016,0.13569197817301099,0.25078498485203066,0.02025852960234249,7
lasso,Mumbai,35,1,6,"(77, 16)",51.0,26.0,4.821820852099428,0.0,0.0,0.0,7
randomforestregressor,Bogota,35,1,6,"(96, 16)",64.0,32.0,1.353803399126874,0.052574572952146376,0.05385057816266651,0.05018147911626128,7
ridge,NewYorkCity,25,1,6,"(353, 16)",236.0,117.0,3.8277310309299497,4.440892098500626e-16,0.31660231660231647,5.551115123125783e-17,7
linearregression,Capetown,25,1,6,"(273, 16)",182.0,91.0,0.9391493787318675,1.1102230246251565e-16,0.08322382829610164,0.0,7
randomforestregressor,Singapore,35,1,6,"(805, 16)",539.0,266.0,2.642064894876405,0.01829191879522505,0.4219436273406254,0.009278972822266023,7
gradientboostingregressor,Istanbul,35,1,6,"(191, 16)",127.0,64.0,1.8280679746755812,0.01579590494452814,-0.11730056123256717,0.018647213051845676,7
gradientboostingregressor,MexicoCity,35,1,6,"(222, 16)",148.0,74.0,11.47928203044299,0.13324729367316432,0.204888702362424,0.010965332662241742,7
linearregression,London,25,1,6,"(344, 16)",230.0,114.0,5.958248036066513,8.881784197001252e-16,0.09035177346372791,0.0,7
linearregression,Mumbai,35,1,6,"(77, 16)",51.0,26.0,6.919691327200882,1.7763568394002505e-15,-0.09225700164744621,0.0,7
gradientboostingregressor,Bogota,35,1,6,"(96, 16)",64.0,32.0,3.487020869394153,0.11870322279601243,-0.10997472990804599,0.013313582532583274,7
randomforestregressor,NewYorkCity,35,1,6,"(408, 16)",273.0,135.0,5.334899030982556,0.08903194742617081,0.2807439038127338,0.02604940126068952,7
ridge,Capetown,25,1,6,"(273, 16)",182.0,91.0,0.9094409881043968,1.1102230246251565e-16,0.061224489795918324,0.0,7
lasso,Istanbul,35,1,6,"(191, 16)",127.0,64.0,1.1812385490176582,2.220446049250313e-16,0.0,0.0,7
ridge,Mumbai,35,1,6,"(77, 16)",51.0,26.0,6.2436593889138035,8.881784197001252e-16,0.004898958971218614,0.0,7
lasso,MexicoCity,35,1,6,"(222, 16)",148.0,74.0,11.528227098932888,0.0,0.0,0.0,7
lasso,Bogota,35,1,6,"(96, 16)",64.0,32.0,0.9473498800383789,1.1102230246251565e-16,0.0,0.0,7
gradientboostingregressor,Singapore,35,1,6,"(805, 16)",539.0,266.0,2.635933197391758,0.009059284558228605,0.4003068457224429,0.004350912793511857,7
ridge,London,25,1,6,"(344, 16)",230.0,114.0,5.915228537868955,8.881784197001252e-16,0.09946040542511314,0.0,7
gradientboostingregressor,NewYorkCity,35,1,6,"(408, 16)",273.0,135.0,5.9461514329971665,0.043810758608107674,0.3210453834603791,0.006372464138254889,7
linearregression,Istanbul,35,1,6,"(191, 16)",127.0,64.0,1.304397615746563,2.220446049250313e-16,0.007959782153330486,0.0,7
randomforestregressor,Mumbai,45,1,6,"(68, 16)",45.0,23.0,5.105318306000545,0.19865140319287494,-0.0006364163276714503,0.07332993510062594,7
randomforestregressor,Capetown,35,1,6,"(399, 16)",267.0,132.0,1.1309637968401003,0.012750925410608559,0.13876526111849846,0.026922550029899635,7
linearregression,Bogota,35,1,6,"(96, 16)",64.0,32.0,1.1633051330668198,2.220446049250313e-16,-0.05301645338208405,0.0,7
linearregression,MexicoCity,35,1,6,"(222, 16)",148.0,74.0,12.111202059280105,1.7763568394002505e-15,0.0266355310687052,0.0,7
randomforestregressor,London,35,1,6,"(410, 16)",274.0,136.0,5.823655678164866,0.09339320538428757,0.06844852498047647,0.012994317213950635,7
lasso,Singapore,35,1,6,"(805, 16)",539.0,266.0,3.368720564186375,4.440892098500626e-16,0.0,0.0,7
gradientboostingregressor,Mumbai,45,1,6,"(68, 16)",45.0,23.0,5.257078942138059,0.1781161483961827,0.1706779510311812,0.0366661376700688,7
ridge,Istanbul,35,1,6,"(191, 16)",127.0,64.0,1.3005071304255236,2.220446049250313e-16,0.007959782153330486,0.0,7
ridge,Bogota,35,1,6,"(96, 16)",64.0,32.0,1.1614888190992863,2.220446049250313e-16,0.05719237435008662,0.0,7
lasso,NewYorkCity,35,1,6,"(408, 16)",273.0,135.0,5.785547360960294,0.0,0.0,0.0,7
ridge,MexicoCity,35,1,6,"(222, 16)",148.0,74.0,12.098697563442274,0.0,0.039097424253175306,0.0,7
gradientboostingregressor,Capetown,35,1,6,"(399, 16)",267.0,132.0,1.2472672813686987,0.006828821123257326,0.11293679324588093,0.008172786531160292,7
gradientboostingregressor,London,35,1,6,"(410, 16)",274.0,136.0,6.329297250490762,0.05608127363698067,0.175027572548743,0.016163704415698716,7
lasso,Mumbai,45,1,6,"(68, 16)",45.0,23.0,5.1151240007519005,0.0,0.0,0.0,7
randomforestregressor,Bogota,45,1,6,"(77, 16)",51.0,26.0,1.5249815744614499,0.06902881376056877,0.19378229911197423,0.08027883063410705,7
randomforestregressor,Istanbul,45,1,6,"(223, 16)",149.0,74.0,2.3902828770168347,0.3758373610917765,0.08139951799985658,0.027147777777657253,7
linearregression,Singapore,35,1,6,"(805, 16)",539.0,266.0,2.5023857795545097,0.0,0.3983574527270921,0.0,7
randomforestregressor,MexicoCity,45,1,6,"(275, 16)",184.0,91.0,12.927443647684484,0.3120750437578846,0.15011949877124126,0.02104766335492854,7
linearregression,NewYorkCity,35,1,6,"(408, 16)",273.0,135.0,2.401435529135079e+26,34359738368.0,-0.08513951566770483,0.0,7
lasso,Capetown,35,1,6,"(399, 16)",267.0,132.0,1.16594593943473,0.0,0.0,0.0,7
lasso,London,35,1,6,"(410, 16)",274.0,136.0,5.246535327172604,8.881784197001252e-16,0.0,0.0,7
linearregression,Mumbai,45,1,6,"(68, 16)",45.0,23.0,6.087315444786478,8.881784197001252e-16,0.26282051282051283,5.551115123125783e-17,7
gradientboostingregressor,Bogota,45,1,6,"(77, 16)",51.0,26.0,1.592259848894535,0.14230012783902485,0.33464704462854067,0.02109348913564129,7
gradientboostingregressor,Istanbul,45,1,6,"(223, 16)",149.0,74.0,8.90993931524118,0.1048064277278205,0.021602425105451056,0.0024324525269327746,7
gradientboostingregressor,MexicoCity,45,1,6,"(275, 16)",184.0,91.0,15.549663922349314,0.15923048861695768,0.08034817075260244,0.017552346346882713,7
ridge,NewYorkCity,35,1,6,"(408, 16)",273.0,135.0,5.721990855717075,8.881784197001252e-16,0.2216501829020458,5.551115123125783e-17,7
ridge,Singapore,35,1,6,"(805, 16)",539.0,266.0,2.451514022404202,0.0,0.42564666687619823,0.0,7
linearregression,Capetown,35,1,6,"(399, 16)",267.0,132.0,2.891945596429579,4.440892098500626e-16,0.17955112219451377,2.7755575615628914e-17,7
ridge,Mumbai,45,1,6,"(68, 16)",45.0,23.0,5.764543739604597,8.881784197001252e-16,0.2775556824671615,5.551115123125783e-17,7
linearregression,London,35,1,6,"(410, 16)",274.0,136.0,5.087695259230826,8.881784197001252e-16,0.16431175143204305,2.7755575615628914e-17,7
lasso,Bogota,45,1,6,"(77, 16)",51.0,26.0,1.5416879918076918,2.220446049250313e-16,0.0,0.0,7
lasso,Istanbul,45,1,6,"(223, 16)",149.0,74.0,0.7378337621442731,0.0,0.0,0.0,7
lasso,MexicoCity,45,1,6,"(275, 16)",184.0,91.0,13.189663870245074,1.7763568394002505e-15,0.0,0.0,7
randomforestregressor,NewYorkCity,45,1,6,"(351, 16)",235.0,116.0,6.042567681207337,0.3339061645320463,0.01965672436434107,0.021377830175048934,7
randomforestregressor,Mumbai,55,1,6,"(62, 16)",41.0,21.0,12.260212209518668,0.8728197597479544,0.006808348335887869,0.043608841994223116,7
ridge,Capetown,35,1,6,"(399, 16)",267.0,132.0,1.0847856980365576,0.0,0.1283277870216306,0.0,7
linearregression,Bogota,45,1,6,"(77, 16)",51.0,26.0,2.164501048478876,0.0,0.32114882506527415,5.551115123125783e-17,7
ridge,London,35,1,6,"(410, 16)",274.0,136.0,5.064514591874894,0.0,0.16723980630219662,2.7755575615628914e-17,7
linearregression,Istanbul,45,1,6,"(223, 16)",149.0,74.0,0.9922448506133703,0.0,-0.07029936091490074,0.0,7
randomforestregressor,Singapore,45,1,6,"(1165, 16)",780.0,385.0,2.5667459781521806,0.0976423495311351,0.294884024486796,0.02490682623338285,7
linearregression,MexicoCity,45,1,6,"(275, 16)",184.0,91.0,13.557919708827217,1.7763568394002505e-15,0.13461318124530564,0.0,7
gradientboostingregressor,Mumbai,55,1,6,"(62, 16)",41.0,21.0,25.162074338176435,1.413093122916246,-0.0522933044819438,0.01834908671120831,7
gradientboostingregressor,NewYorkCity,45,1,6,"(351, 16)",235.0,116.0,6.265785584553144,0.03163003833107399,-0.0440874370354894,0.0033420077800593436,7
ridge,Bogota,45,1,6,"(77, 16)",51.0,26.0,1.5876056216551737,2.220446049250313e-16,0.30201342281879207,0.0,7
randomforestregressor,Capetown,45,1,6,"(508, 16)",340.0,168.0,0.8563787598398366,0.013891536000127177,0.06966620418151882,0.024692429999039322,7
randomforestregressor,London,45,1,6,"(424, 16)",284.0,140.0,6.218987396677378,0.11522780090864712,0.14889087030348186,0.012747980652545034,7
ridge,Istanbul,45,1,6,"(223, 16)",149.0,74.0,0.9824073494803702,0.0,-0.07029936091490074,0.0,7
lasso,Mumbai,55,1,6,"(62, 16)",41.0,21.0,4.676628722192626,0.0,0.0,0.0,7
ridge,MexicoCity,45,1,6,"(275, 16)",184.0,91.0,13.418104229610277,1.7763568394002505e-15,0.07153887781634838,0.0,7
lasso,NewYorkCity,45,1,6,"(351, 16)",235.0,116.0,4.845356335017363,0.0,0.0,0.0,7
randomforestregressor,Bogota,55,1,6,"(72, 16)",48.0,24.0,2.1062573777706235,0.08456667932047862,0.1845317730206515,0.04408390082476175,7
gradientboostingregressor,Singapore,45,1,6,"(1165, 16)",780.0,385.0,3.6486323803595644,0.11284100906602938,0.17564464768079294,0.01613269726205165,7
gradientboostingregressor,Capetown,45,1,6,"(508, 16)",340.0,168.0,1.2620092381547745,0.007909299224860347,0.09785678736387726,0.012822501382451425,7
randomforestregressor,Istanbul,55,1,6,"(255, 16)",170.0,85.0,0.9837682604626721,0.028387239473520703,0.060670410483768485,0.04008902700404596,7
gradientboostingregressor,London,45,1,6,"(424, 16)",284.0,140.0,6.283311565177944,0.133498285051258,0.1289697574611786,0.011113215294354913,7
linearregression,Mumbai,55,1,6,"(62, 16)",41.0,21.0,11.543749234259952,1.7763568394002505e-15,-0.17235772357723578,0.0,7
randomforestregressor,MexicoCity,55,1,6,"(257, 16)",172.0,85.0,14.015335743964789,0.4926839822929587,-0.045701048908381656,0.015765261755277014,7
gradientboostingregressor,Bogota,55,1,6,"(72, 16)",48.0,24.0,2.746292843751294,0.015262292637482218,0.16763005780346832,2.7755575615628914e-17,7
linearregression,NewYorkCity,45,1,6,"(351, 16)",235.0,116.0,4.967381888226952,0.0,0.17227018791264603,0.0,7
ridge,Mumbai,55,1,6,"(62, 16)",41.0,21.0,5.256565428428593,8.881784197001252e-16,0.14876033057851235,0.0,7
gradientboostingregressor,Istanbul,55,1,6,"(255, 16)",170.0,85.0,1.4811227820137984,0.015360302413009105,-0.056659390092566486,0.013235687269328665,7
lasso,Capetown,45,1,6,"(508, 16)",340.0,168.0,0.8302744741221905,0.0,0.0,0.0,7
lasso,London,45,1,6,"(424, 16)",284.0,140.0,5.566277044128767,0.0,0.0,0.0,7
gradientboostingregressor,MexicoCity,55,1,6,"(257, 16)",172.0,85.0,25.937717897330742,2.6683274801239443,-0.008453833915048978,0.01216379670460617,7
lasso,Singapore,45,1,6,"(1165, 16)",780.0,385.0,2.8004334312295893,4.440892098500626e-16,0.0,0.0,7
lasso,Bogota,55,1,6,"(72, 16)",48.0,24.0,1.4887348217944445,2.220446049250313e-16,0.0,0.0,7
ridge,NewYorkCity,45,1,6,"(351, 16)",235.0,116.0,4.684863073716783,8.881784197001252e-16,0.21347198996655514,0.0,7
randomforestregressor,Mumbai,65,1,6,"(49, 16)",32.0,17.0,9.348211365100733,0.34666442580310636,-0.0242925154544918,0.033645105813466886,7
lasso,Istanbul,55,1,6,"(255, 16)",170.0,85.0,0.7893578225848621,1.1102230246251565e-16,0.0,0.0,7
linearregression,Bogota,55,1,6,"(72, 16)",48.0,24.0,2.2714531507495117,0.0,-0.04347826086956519,0.0,7
lasso,MexicoCity,55,1,6,"(257, 16)",172.0,85.0,10.296556915134483,0.0,0.0,0.0,7
linearregression,London,45,1,6,"(424, 16)",284.0,140.0,6.254760435066993,8.881784197001252e-16,0.09594095940959413,0.0,7
linearregression,Capetown,45,1,6,"(508, 16)",340.0,168.0,0.7551057967648837,1.1102230246251565e-16,0.07824126268320197,0.0,7
randomforestregressor,NewYorkCity,55,1,6,"(293, 16)",196.0,97.0,5.795439943301976,0.24336969727417335,0.05705600140056074,0.03419813506906105,7
gradientboostingregressor,Mumbai,65,1,6,"(49, 16)",32.0,17.0,11.023585279577475,0.12091457280196598,-0.09531338804766776,0.02138379472835457,7
linearregression,Singapore,45,1,6,"(1165, 16)",780.0,385.0,2.241754710663919,0.0,0.28147065227534296,0.0,7
linearregression,Istanbul,55,1,6,"(255, 16)",170.0,85.0,0.7695732709912881,1.1102230246251565e-16,0.1342592592592593,0.0,7
ridge,Bogota,55,1,6,"(72, 16)",48.0,24.0,2.2031314929378465,0.0,-0.04347826086956519,0.0,7
linearregression,MexicoCity,55,1,6,"(257, 16)",172.0,85.0,10.464719812992636,0.0,0.06648264521054803,0.0,7
ridge,London,45,1,6,"(424, 16)",284.0,140.0,5.8444473241289066,8.881784197001252e-16,0.12165450121654497,0.0,7
ridge,Capetown,45,1,6,"(508, 16)",340.0,168.0,0.7516283544388512,1.1102230246251565e-16,0.09168731696328014,0.0,7
lasso,Mumbai,65,1,6,"(49, 16)",32.0,17.0,7.599160007114576,0.0,0.0,0.0,7
gradientboostingregressor,NewYorkCity,55,1,6,"(293, 16)",196.0,97.0,8.245128040905245,0.5012377554074358,0.031053920723523958,0.014055682953631837,7
ridge,Istanbul,55,1,6,"(255, 16)",170.0,85.0,0.7692736100597372,1.1102230246251565e-16,0.11499611499611517,0.0,7
randomforestregressor,Bogota,65,1,6,"(67, 16)",44.0,23.0,1.9132430318437834,0.04494001940212657,-0.10319419910809932,0.06026806630986055,7
ridge,MexicoCity,55,1,6,"(257, 16)",172.0,85.0,10.355842888314276,0.0,0.08459238121298607,0.0,7
randomforestregressor,London,55,1,6,"(376, 16)",251.0,125.0,6.077367261309062,0.1223475778786912,0.12325536147707403,0.021520356056236162,7
linearregression,Mumbai,65,1,6,"(49, 16)",32.0,17.0,34.449536277061505,7.105427357601002e-15,-0.2729000380083617,0.0,7
ridge,Singapore,45,1,6,"(1165, 16)",780.0,385.0,2.2311825040058495,0.0,0.3241157824491158,5.551115123125783e-17,7
randomforestregressor,Capetown,55,1,6,"(573, 16)",383.0,190.0,0.780317911249546,0.014831567850927834,0.10108263897529447,0.018387868838561586,7
lasso,NewYorkCity,55,1,6,"(293, 16)",196.0,97.0,4.580071453658603,0.0,0.0,0.0,7
randomforestregressor,Istanbul,65,1,6,"(267, 16)",178.0,89.0,1.0374228515923996,0.02035591696602365,0.00671067637204535,0.06104481801618561,7
gradientboostingregressor,Bogota,65,1,6,"(67, 16)",44.0,23.0,2.664984651319283,0.03341353348880859,-0.005388626457793493,0.014214927798490179,7
randomforestregressor,MexicoCity,65,1,6,"(263, 16)",176.0,87.0,10.400307891830911,0.23245974017185664,0.07969155292783495,0.01463048377541222,7
ridge,Mumbai,65,1,6,"(49, 16)",32.0,17.0,18.8515309693784,3.552713678800501e-15,-0.1273885350318471,0.0,7
gradientboostingregressor,London,55,1,6,"(376, 16)",251.0,125.0,6.309227540082629,0.06366972116036282,0.21450014171715454,0.007387561911712615,7
linearregression,NewYorkCity,55,1,6,"(293, 16)",196.0,97.0,6.225830322824651,8.881784197001252e-16,0.19906399976152844,0.0,7
gradientboostingregressor,Capetown,55,1,6,"(573, 16)",383.0,190.0,0.8332752767477947,0.0026805426761135507,0.08673154284957871,0.014702042815065685,7
lasso,Bogota,65,1,6,"(67, 16)",44.0,23.0,1.8601866607935302,4.440892098500626e-16,0.0,0.0,7
gradientboostingregressor,Istanbul,65,1,6,"(267, 16)",178.0,89.0,1.1746358843695472,0.015602746169350028,-0.0010777244106588662,0.01849955636161774,7
randomforestregressor,Mumbai,75,1,6,"(43, 16)",28.0,15.0,7.530045767534541,0.23383028018447394,-0.09090595989663305,0.05832508250541561,7
randomforestregressor,Singapore,55,1,6,"(1509, 16)",1011.0,498.0,2.220072190342464,0.015907541919346964,0.32455454089947294,0.015639439296050495,7
gradientboostingregressor,MexicoCity,65,1,6,"(263, 16)",176.0,87.0,13.669613380645242,0.1879392394869211,0.10549680347125467,0.005986714594514426,7
lasso,London,55,1,6,"(376, 16)",251.0,125.0,6.326062330076121,8.881784197001252e-16,0.0,0.0,7
ridge,NewYorkCity,55,1,6,"(293, 16)",196.0,97.0,5.414350593616514,8.881784197001252e-16,0.18958225889633828,0.0,7
linearregression,Bogota,65,1,6,"(67, 16)",44.0,23.0,3.0709984690268537,4.440892098500626e-16,-0.06153846153846154,0.0,7
lasso,Istanbul,65,1,6,"(267, 16)",178.0,89.0,1.0197341508829565,0.0,0.0,0.0,7
lasso,Capetown,55,1,6,"(573, 16)",383.0,190.0,0.7109641834862163,1.1102230246251565e-16,0.0,0.0,7
gradientboostingregressor,Mumbai,75,1,6,"(43, 16)",28.0,15.0,8.866716105111928,0.3318568617434336,-0.2165067503052373,0.05610113359226007,7
lasso,MexicoCity,65,1,6,"(263, 16)",176.0,87.0,10.03947590161347,1.7763568394002505e-15,0.0,0.0,7
linearregression,London,55,1,6,"(376, 16)",251.0,125.0,6.2104130337559775,8.881784197001252e-16,0.1363758492304148,0.0,7
ridge,Bogota,65,1,6,"(67, 16)",44.0,23.0,2.8872013715989944,0.0,-0.0807635829662261,0.0,7
randomforestregressor,NewYorkCity,65,1,6,"(224, 16)",150.0,74.0,3.919987743967486,0.109690243851093,0.37653097263708296,0.035191595218071706,7
lasso,Mumbai,75,1,6,"(43, 16)",28.0,15.0,8.200711289674423,0.0,0.0,0.0,7
linearregression,Istanbul,65,1,6,"(267, 16)",178.0,89.0,1.0755404361430916,0.0,0.017575822527060248,0.0,7
gradientboostingregressor,Singapore,55,1,6,"(1509, 16)",1011.0,498.0,2.354812716278779,0.047838873940562195,0.3230303038080692,0.014170701794477717,7
linearregression,Capetown,55,1,6,"(573, 16)",383.0,190.0,0.8742042582530731,2.220446049250313e-16,0.20601586695515678,5.551115123125783e-17,7
