NID,PC,DE,LE,TY,FF
123,4364,149th St/Exit 4,0.27593,TR,46.23
124,4365,155th St/Macombs Dam Brg/Exit 5,0.89921,TR,44.99
125,4366,153rd St/River Ave/Exit 6,0.05077,TR,44.74
126,4367,I-95/Cross Bronx Expy/Exit 7,1.43061,TR,41.51
127,4368,179th St/Exit 8,0.3944,TR,48.9
128,4369,Fordham Rd/Exit 9,0.54233,TR,48.96
129,4370,230th St/Exit 10,1.08457,TR,49.65
130,4371,Van Cortlandt Pk/Exit 11,0.962,TR,49.71
131,4372,Mosholu Pky/Exit 12,0.29251,TR,49.71
132,4373,233rd St/Exit 13,0.7433,TR,49.71
133,4374,McLean Ave/Exit 14,0.49247,TR,49.71
134,4375,Hall Pl/Exit 1,0.6095,TR,55.05
135,4376,Yonkers Ave/Exit 2,0.81586,TR,55.3
136,4377,Mile Square Rd/Exit 3,0.34823,TR,55.12
137,4378,Cross County Pky/Exit 4 (South),0.46006,TR,54.93
138,4379,Central Park Ave/Exit 5,0.46606,TR,55.3
139,4380,Cross County Pky/Exit 4 (North),0.13872,TR,55.3
140,4381,Tuckahoe Rd/Exit 6,1.33095,TR,55.3
141,4440,Webster Ave/Exit 16,0.52706,TR,50.33
142,4439,Cross County Pky/Exit 15,0.64842,TR,52.44
143,4438,Pelhamdale/Hutchinson/Exit 14,0.89487,TR,50.39
144,4437,Cross County Pky/Exit 13,0.3765,TR,49.71
145,4436,Lincoln Ave/Exit 12,0.34301,TR,49.71
146,4435,3rd St/Exit 10,0.61881,TR,49.71
147,4434,Wolfs Lane/Exit 9,0.17474,TR,49.71
148,4433,Sandford Blvd/Exit 8,0.2761,TR,49.71
149,4432,US-1/Boston Rd/Exit 7,0.73573,TR,49.71
150,4431,I-95 (North),0.18482,TR,49.71
151,4430,Orchard Beach/City Island,1.15953,TR,49.71
152,4429,I-95/Stillwell Ave,1.00912,TR,49.71
153,4428,Pelham Pky,0.44145,TR,49.71
154,4427,Westchester Ave,0.83141,TR,49.71
155,4426,Tremont Ave,0.25206,TR,49.71
156,4425,I-95/I-678,0.62009,TR,49.71
157,4464,US-1/US-9/Exit 58,0.9683,EX,49.03
158,4463,US-1/US-9/Exit 57,0.45855,EX,54.93
159,4462,Hillside Ave/Exit 56,1.11368,EX,55.3
