NID,PC,DE,LE,TY,FF
3354,2264,Leng Kee Rd,0.91334,TR,39.5
3355,2264,Leng Kee Rd,0.01242,TR,39.0
3356,2265,Henderson Rd,0.85817,TR,38.7
3357,2266,Lower Delta Rd,0.42387,TR,38.0
3358,2267,Zion Rd,0.85269,TR,33.2
3359,2268,CTE/Central Expy/Outram Flyover/Chin Swee Rd,0.58133,TR,37.3
3360,2270,Lor 2 Toa Payoh,0.05119,TR,26.0
3361,2271,Lor 4 Toa Payoh,0.43398,TR,29.6
3362,2254,Lornie Rd/Upp Thomson Rd,0.10084,TR,38.5
3363,2255,Marymount Rd,0.26548,TR,37.0
3364,2256,PIE/Pan Island Expy,1.28439,TR,50.4
3365,2257,Whitley Rd,0.15623,TR,45.4
3366,2258,Balestier Rd,0.13373,TR,32.7
3367,2259,Irrawaddy Rd,0.64139,TR,46.6
3368,2260,Newton Rd,0.15777,TR,30.6
3369,2261,Moulmein Rd,0.16831,TR,46.9
3370,2262,Keng Lee Rd/Norfolk Rd/KG Java Rd,0.48433,TR,46.6
3371,2279,Toh Guan Rd,0.04838,TR,30.9
3372,2278,Jurong East Central,0.50828,TR,32.5
3373,2276,Lor 7 Toa Payoh,0.03227,TR,29.0
3374,2275,Lor 6 Toa Payoh,0.16584,TR,30.5
3375,2274,Lor 5 Toa Payoh,0.38339,TR,34.8
3376,2273,Lor 4 Toa Payoh,0.16026,TR,25.7
3377,2278,Jurong East Central,0.01392,TR,26.0
3378,2279,Toh Guan Rd,0.54762,TR,33.0
3379,2273,Lor 4 Toa Payoh,0.0225,TR,28.0
3380,2274,Lor 5 Toa Payoh,0.41775,TR,32.6
3381,2275,Lor 6 Toa Payoh,0.24713,TR,26.4
3382,2276,Lor 7 Toa Payoh,0.18699,TR,25.8
3383,2283,PIE/Pan Island Expy,0.96065,TR,46.4
3384,2282,Toh Guan Rd,0.05588,TR,43.5
3385,2281,Boon Lay Way,0.88566,TR,40.6
3386,2281,Boon Lay Way,0.11507,TR,28.4
3387,2282,Toh Guan Rd,0.75377,TR,41.9
3388,2283,PIE/Pan Island Expy,0.80448,TR,46.5
3389,2285,Boon Lay Way/Commonwealth Ave,0.10127,TR,38.9
3390,2286,PIE/Pan Island Expy,1.1288,TR,45.8
3391,2287,Toh Tuck Rd,0.14054,TR,41.8
3392,2287,Toh Tuck Rd,0.0927,TR,41.9
3393,2286,PIE/Pan Island Expy,0.26263,TR,37.3
3394,2285,Boon Lay Way/Commonwealth Ave,1.02043,TR,46.2
3395,2289,Bukit Batok East Ave 3,0.01446,TR,26.0
3396,2290,Jalan Jurong Kechil,1.39041,TR,36.1
3397,2290,Jalan Jurong Kechil,0.00941,TR,31.0
3398,2289,Bukit Batok East Ave 3,1.39546,TR,36.6
3399,2294,Jalan Ahmad Ibrahim,0.02785,TR,28.0
3400,2293,Tuas Ave 3,0.60969,TR,37.1
3401,2292,Pioneer Rd,0.58769,TR,29.9
3402,2292,Pioneer Rd,0.01335,TR,37.0
3403,2293,Tuas Ave 3,0.57434,TR,37.4
3404,2294,Jalan Ahmad Ibrahim,0.63719,TR,37.2
3405,2296,Tuas Rd,0.02383,TR,29.4
3406,2297,Tuas Ave 2,0.90518,TR,30.3
3407,2298,Tuas Ave 4,0.23061,TR,30.6
3408,2298,Tuas Ave 4,0.02353,TR,24.0
3409,2297,Tuas Ave 2,0.20708,TR,24.7
3410,2296,Tuas Rd,0.9284,TR,34.9
3411,2301,Jalan Ahmad Ibrahim,0.02196,TR,28.0
3412,2300,Pioneer Rd,1.2023,TR,32.3
3413,2304,AYE/Ayer Rajah,0.04067,TR,10.0
3414,2303,Second Link Expy,0.54644,TR,16.1
3415,2303,Second Link Expy,0.11683,TR,13.6
3416,2304,AYE/Ayer Rajah,0.38605,TR,11.0
3417,2300,Pioneer Rd,0.19067,TR,36.3
3418,2301,Jalan Ahmad Ibrahim,1.0336,TR,30.6
