NID,PC,DE,LE,TY,FF
2089,5236,C Paseo de los Monasterios,0.82237,TR,21.31
2090,5237,Paseo de la Soledad,1.21049,TR,23.18
2091,5238,C Barranca del Bosque,0.46956,TR,19.88
2092,5239,Av del Conscripto,0.15285,TR,21.0
2093,5244,Av Rio Mixcoac/C Río Mixcoac,0.03553,TR,24.23
2094,5245,C Extremadura,0.18636,TR,21.44
2095,5246,C Tintoreto,0.60761,TR,27.28
2096,5247,C San Antonio Eje Cinco Sur,0.11111,TR,23.12
2097,5248,C del Puente de la Morena,0.70772,TR,28.33
2098,5249,C Vis Presidente Miguel Alemán,0.29848,TR,26.41
2099,5250,C Benjamín Franklin Eje Cuatro Sur,0.44173,TR,26.53
2100,5251,C Tamaulipas,0.08642,TR,23.74
2101,5252,C Alfonso Reyes,0.30199,TR,26.78
2102,5253,Circuito Interior Jose Vasconcelos,0.12825,TR,27.9
2103,5266,Av Insurgentes Centro,0.01537,TR,20.44
2104,5267,C Ponciano Arriaga/Cerrada Buenavis,0.16201,TR,15.78
2105,5268,Av Rosales/Av Guerrero,0.27763,TR,17.46
2106,5269,Paseo de la Reforma Centro,0.16694,TR,18.27
2107,5263,Calz Ignacio Zaragoza,0.42673,TR,23.3
2108,5264,Av Francisco Cesar Morales,0.10852,TR,31.07
2109,5265,Av Texcoco,0.25088,TR,28.15
2110,5258,Anillo Periférico,0.19441,TR,26.91
2111,5259,Av Moliere,0.29497,TR,18.89
2112,5260,C de Alfredo de Musset,0.33633,TR,16.22
2113,5261,C Arquimides/C Isaac Newton,0.38551,TR,14.98
2114,5262,Calz Gral Mariano Escobedo,0.65619,TR,16.16
2115,5265,Av Texcoco,0.00699,TR,19.26
2116,5264,Av Francisco Cesar Morales,0.40079,TR,23.55
2117,5263,Calz Ignacio Zaragoza,0.3792,TR,21.44
2118,5262,Calz Gral Mariano Escobedo,0.01044,TR,17.4
2119,5261,C Arquimides/C Isaac Newton,0.67497,TR,15.84
2120,5260,C de Alfredo de Musset,0.35623,TR,15.1
2121,5259,Av Moliere,0.33416,TR,14.98
2122,5258,Anillo Periférico,0.53877,TR,17.34
2123,5278,Circuito Interior,0.00759,TR,18.64
2124,5277,C Rosas Moreno/C Naranjo,0.34679,TR,20.26
2125,5276,Av Insurgentes Centro,0.33624,TR,21.56
2126,5276,Av Insurgentes Centro,0.00561,TR,18.64
2127,5277,C Rosas Moreno/C Naranjo,0.32954,TR,21.56
2128,5278,Circuito Interior,0.35438,TR,19.88
2129,5279,Eje 1 Ote,0.01192,TR,13.67
2130,5280,C Topacio,0.14508,TR,15.29
2131,5281,Las Cruces/C de las Cruces,0.11759,TR,18.83
2132,14498,José María Izazaga,0.11386,TR,18.89
2133,5275,Autopista Mexico -Queretaro,0.0052,TR,19.26
2134,5274,C Roberto Fulton,0.27929,TR,18.33
2135,5273,C Hidalgo,0.53357,TR,18.14
2136,5272,C del Valle de Bravo,0.6454,TR,19.2
2137,5271,C Río Lerma,0.33882,TR,13.61
2138,5270,Anillo Periférico/C Mario Colín,0.42863,TR,13.98
2139,5272,C del Valle de Bravo,0.32383,TR,10.81
2140,5273,C Hidalgo,0.6674,TR,16.78
2141,5274,C Roberto Fulton,0.52314,TR,18.33
2142,5275,Autopista Mexico -Queretaro,0.30334,TR,15.41
2143,5300,Bulevard de la Torre,0.03216,TR,12.43
2144,5299,Blvd Paseo Rancho Viejo,1.05464,TR,15.1
2145,5298,C Parroquia,0.55786,TR,30.63
2146,5297,C Primera Espíritu Santo,0.48575,TR,38.21
2147,5296,C Residencial Chiluca,0.44178,TR,34.8
2148,5295,MEX-57D/Autopista Chamapa-Lechería,1.54792,TR,40.14
2149,5294,Av de Ruiz Cortines,0.02217,TR,37.28
2150,5293,C Rosa Mexicano,1.99853,TR,36.91
2151,5293,C Rosa Mexicano,0.00759,TR,29.83
2152,5294,Av de Ruiz Cortines,2.11594,TR,33.24
2153,5295,MEX-57D/Autopista Chamapa-Lechería,0.23741,TR,37.16
2154,5296,C Residencial Chiluca,1.21793,TR,35.48
2155,5297,C Primera Espíritu Santo,0.41248,TR,43.68
2156,5298,C Parroquia,0.4809,TR,39.77
2157,5299,Blvd Paseo Rancho Viejo,0.64385,TR,35.05
2158,5300,Bulevard de la Torre,1.00182,TR,13.92
2159,5291,Av de los Maestros,0.01524,TR,19.14
2160,5290,C Ailes,0.71446,TR,18.89
2161,5289,C Lauro Aguirre,0.4802,TR,20.26
