model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
lasso,London,70,1,6,"(2783, 16)",114.71428571428571,57.38095238095238,4.418362401074304,1.588641971984449,0.0,0.0,42
randomforestregressor,Mumbai,70,1,6,"(259, 16)",105.5,53.0,6.441493101894981,0.5883412749477692,0.2160525530222539,0.033235522654483374,2
linearregression,Capetown,30,1,6,"(314, 16)",115.25,57.75,5.516437792240975,1.862597884379892,0.44505436600700676,0.24480851643895846,4
randomforestregressor,Auckland,70,1,6,"(1031, 16)",115.42857142857143,57.785714285714285,2.237829826525687,0.5530730570976169,0.5844794998319607,0.0910362163032641,14
lasso,Capetown,10,1,6,"(48, 16)",32.0,16.0,3.538457049819903,0.34492302677379905,0.6028685316787701,0.0576971921149072,2
linearregression,Auckland,70,1,6,"(1031, 16)",115.21428571428571,57.642857142857146,94.79054196884941,251.014754947617,0.40282545055587893,0.2966694902189777,14
randomforestregressor,Mumbai,65,1,6,"(233, 16)",117.0,58.5,6.435117712400091,0.22574742983945084,0.24851579341169594,0.027148328725708715,2
ridge,Istanbul,30,1,6,"(740, 16)",113.9,56.9,3.731853915577422,0.6238940531500349,0.6855389741806355,0.034912883420972415,10
lasso,NewYorkCity,30,1,6,"(386, 16)",114.75,57.5,8.815933472812699,0.23829754280335053,0.06958058055601016,0.07623921653714592,4
lasso,Capetown,70,1,6,"(1144, 16)",114.6875,57.375,4.184409447040215,1.157646822305572,0.059730052049499695,0.09730366986035777,16
randomforestregressor,Istanbul,10,1,6,"(113, 16)",75.0,38.0,4.399403678355328,1.163974713435105,0.6982151712640207,0.15211448024723884,2
ridge,MexicoCity,10,1,6,"(41, 16)",27.0,14.0,11.592662603236892,1.057034943273858,0.16315064444137112,0.032833291301600676,2
lasso,Istanbul,10,1,6,"(113, 16)",75.0,38.0,5.890254598857457,0.8639736952992272,0.5865145048046528,0.05132609900755136,2
lasso,Istanbul,50,1,6,"(1652, 16)",118.16666666666667,58.916666666666664,3.9560623959715975,1.3142864723738201,0.270132724873476,0.16877311194321354,24
