model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
lasso,Singapore,30,1,6,"(173, 16)",115.0,58.0,4.82419092243561,0.7232396986636827,0.406439287021305,0.0525994722539987,7
linearregression,Singapore,50,1,6,"(408, 16)",273.0,135.0,4.853303390013833,1.4504312804355626,0.5150242094909593,0.08605947128604438,7
ridge,Singapore,50,1,6,"(408, 16)",273.0,135.0,3.3688990521124587,0.40771102928667546,0.6401448985769222,0.047497063934280825,7
linearregression,Zurich,65,1,6,"(219, 16)",146.0,73.0,9.006340620691736,2.5871247143660936,0.3634540955502818,0.13538265620935538,7
ridge,London,70,1,6,"(2783, 16)",1864.0,919.0,4.104781990540202,0.17465027944137262,0.22252510133281359,0.013373451496727787,7
ridge,Capetown,70,1,6,"(1144, 16)",766.0,378.0,2.9327267957215897,0.17620978822073816,0.4900969097371087,0.023184076903976992,7
randomforestregressor,NewYorkCity,10,1,6,"(56, 16)",37.0,19.0,7.147421403218466,1.6259138872702295,0.5542792492179384,0.09301804909770132,7
lasso,Zurich,65,1,6,"(219, 16)",146.0,73.0,9.483274091832886,0.9616578199020825,0.09545132209026805,0.0366439932536953,7
linearregression,Singapore,85,1,6,"(984, 16)",659.0,325.0,3.768796548264846,0.33985404543732545,0.4727745598054149,0.06333699700341969,7
randomforestregressor,Mumbai,30,1,6,"(72, 16)",48.0,24.0,7.610525033812861,1.6428855162358682,0.36566686885578453,0.1327212289810058,7
ridge,Zurich,90,1,6,"(364, 16)",243.0,121.0,6.541356544367464,0.8820118741529817,0.3790001638803017,0.05774496750823269,7
ridge,Zurich,50,1,6,"(143, 16)",95.0,48.0,9.246783998038174,1.4585389279998509,0.4033507548891571,0.09554076473856707,7
randomforestregressor,NewYorkCity,70,1,6,"(1681, 16)",1126.0,555.0,5.677705823516649,0.173149917637337,0.3662783320680907,0.013143402619031125,7
linearregression,Mumbai,45,1,6,"(131, 16)",87.0,44.0,41.08020196047048,46.136063028614764,0.015077759356699003,0.1807801299398949,7
